ruta,carpeta,archivo,variedad,clase,hoja_id,hoja_L_med,hoja_L_desv,hoja_a_med,hoja_b_med,hoja_b_desv,hoja_f_oscuro,hoja_f_verdoso,hoja_f_claro,hoja_textura,lado_L_med,lado_L_desv,lado_a_med,lado_b_med,lado_b_desv,lado_f_oscuro,lado_f_verdoso,lado_f_claro,lado_textura,lado_abs_L_med,lado_abs_L_desv,lado_abs_a_med,lado_abs_b_med,lado_abs_b_desv,lado_abs_f_oscuro,lado_abs_f_verdoso,lado_abs_f_claro,lado_abs_textura,largo_pulg,ancho_pulg,aspecto,solidez,cobertura,hoja_entre_util,fondo_L_med,fondo_L_desv,fondo_a_med,fondo_b_med,fondo_b_desv,fondo_f_oscuro,fondo_f_verdoso,fondo_f_claro,fondo_textura
Habano/XL Derecho/20260828_175000277_iOS.heic,Habano/XL Derecho,20260828_175000277_iOS.heic,habano,xr_der,hoja_0738,164.0897,24.4046,9.1128,38.9711,3.9548,0.0722,0.0594,0.041,76.7795,-0.3282,-0.0316,-0.0932,-0.3948,-0.0498,-0.0068,-0.0251,0.3017,0.0263,0.3282,0.0316,0.0932,0.3948,0.0498,0.0068,0.0251,0.3017,0.0263,17.4058,8.6953,0.433,0.9469,0.3024,1.3185,101.8133,65.0622,0.9087,0.8934,5.7549,0.0265,0.0835,0.1458,41.6684
Habano/XL Derecho/20260828_175017908_iOS.heic,Habano/XL Derecho,20260828_175017908_iOS.heic,habano,xr_der,hoja_0739,162.5463,26.3801,7.6873,36.0662,4.5209,0.0672,0.043,0.05,90.6655,-0.5609,-0.0102,0.0057,-0.7367,0.063,-0.0664,0.005,0.2044,-0.0175,0.5609,0.0102,0.0057,0.7367,0.063,0.0664,0.005,0.2044,0.0175,14.4666,8.7921,0.4862,0.7927,0.2515,1.1772,103.6624,65.2877,0.4244,0.5423,4.438,0.0142,0.0339,0.1436,41.6807
Habano/XL Derecho/20260828_175205962_iOS.heic,Habano/XL Derecho,20260828_175205962_iOS.heic,habano,xr_der,hoja_0744,160.3891,28.8267,7.5239,35.1982,4.6928,0.0702,0.0605,0.0353,88.5649,-0.5453,0.0905,-0.0579,-0.5839,0.1525,-0.0325,0.0858,0.076,0.0641,0.5453,0.0905,0.0579,0.5839,0.1525,0.0325,0.0858,0.076,0.0641,16.917,11.087,0.5461,0.9212,0.3935,1.3235,82.9051,76.074,0.283,-4.7314,2.9718,0.0,0.0845,0.158,44.8257
Habano/XL Derecho/20260828_175226868_iOS.heic,Habano/XL Derecho,20260828_175226868_iOS.heic,habano,xr_der,hoja_0745,161.513,28.8799,8.376,38.5545,4.796,0.0719,0.0602,0.0343,79.4134,-0.7194,0.0315,0.1291,-0.7024,0.0476,-0.0339,-0.2864,0.6424,0.011,0.7194,0.0315,0.1291,0.7024,0.0476,0.0339,0.2864,0.6424,0.011,17.005,10.8347,0.5416,0.9309,0.3869,1.3086,87.0422,70.7289,0.7984,-0.4032,6.5293,0.0,0.0232,0.1456,44.9688
Habano/XL Derecho/20260828_175406398_iOS.heic,Habano/XL Derecho,20260828_175406398_iOS.heic,habano,xr_der,hoja_0750,161.4455,29.6978,9.0264,35.8848,4.2965,0.0692,0.0495,0.044,87.0176,-0.7462,0.0218,0.4914,-0.8417,-0.0881,-0.029,-0.2005,0.2704,0.0271,0.7462,0.0218,0.4914,0.8417,0.0881,0.029,0.2005,0.2704,0.0271,16.9822,11.4036,0.582,0.9249,0.3916,1.2776,86.7747,77.5704,0.779,-4.3075,2.8017,0.0,0.1075,0.1552,45.4975
Habano/XL Derecho/20260828_175417975_iOS.heic,Habano/XL Derecho,20260828_175417975_iOS.heic,habano,xr_der,hoja_0751,167.8121,25.8078,7.5739,41.6292,5.3352,0.0767,0.0483,0.0352,87.2197,-0.4387,0.0384,0.2079,0.0567,0.0863,-0.0245,-0.1542,0.042,0.065,0.4387,0.0384,0.2079,0.0567,0.0863,0.0245,0.1542,0.042,0.065,17.1261,10.731,0.5222,0.9145,0.3603,1.3171,90.2767,67.2415,-0.1667,0.7101,4.41,0.0,0.0807,0.1387,39.8095
Habano/XL Derecho/20260828_175429100_iOS.heic,Habano/XL Derecho,20260828_175429100_iOS.heic,habano,xr_der,hoja_0752,159.4282,29.2328,5.7408,39.1692,6.2688,0.0609,0.0603,0.0263,85.8871,-0.4445,0.1842,-0.0611,-0.0146,0.3242,-0.034,0.1175,-0.2684,0.0985,0.4445,0.1842,0.0611,0.0146,0.3242,0.034,0.1175,0.2684,0.0985,17.1757,10.1652,0.5031,0.9561,0.3425,1.3007,88.8358,71.8585,0.2158,-2.4711,2.762,0.0,0.0548,0.1478,43.3002
Habano/XL Derecho/20260828_175459804_iOS.heic,Habano/XL Derecho,20260828_175459804_iOS.heic,habano,xr_der,hoja_0753,164.0715,26.9302,6.3197,36.2968,4.3054,0.0732,0.0463,0.0411,83.0855,-0.5473,0.0863,0.1947,-0.2739,0.1593,-0.0027,0.1982,0.0937,0.083,0.5473,0.0863,0.1947,0.2739,0.1593,0.0027,0.1982,0.0937,0.083,16.6478,10.3282,0.5067,0.9249,0.3611,1.2883,89.2752,69.7358,0.7782,-2.0383,3.2825,0.0,0.0697,0.1533,41.7749
Habano/XL Derecho/20260828_175545217_iOS.heic,Habano/XL Derecho,20260828_175545217_iOS.heic,habano,xr_der,hoja_0755,153.9751,26.5667,7.4646,37.1563,4.2409,0.0737,0.0254,0.0433,85.8099,-0.4694,0.0138,-0.1589,-0.2946,-0.0217,0.0468,-0.482,-0.0787,0.0018,0.4694,0.0138,0.1589,0.2946,0.0217,0.0468,0.482,0.0787,0.0018,18.375,11.9228,0.5623,0.9509,0.4658,1.3132,85.4983,78.7429,0.4197,-3.5553,3.0175,0.0,0.0544,0.1602,45.0615
Habano/XL Derecho/20260828_175604697_iOS.heic,Habano/XL Derecho,20260828_175604697_iOS.heic,habano,xr_der,hoja_0756,166.4621,24.1503,7.1134,37.5003,3.8537,0.0765,0.0414,0.0409,86.8593,-0.3565,0.1108,-0.0117,0.0194,0.0266,-0.0012,-0.231,-0.0262,0.1183,0.3565,0.1108,0.0117,0.0194,0.0266,0.0012,0.231,0.0262,0.1183,15.8675,10.2924,0.5081,0.9031,0.3328,1.2532,94.2725,63.8208,0.3108,-0.1947,3.8657,0.0,0.0416,0.136,40.9747
Habano/XL Derecho/20260828_175618931_iOS.heic,Habano/XL Derecho,20260828_175618931_iOS.heic,habano,xr_der,hoja_0757,174.2367,27.8398,4.8853,36.1666,4.9208,0.0707,0.0709,0.0263,99.7702,-0.3482,0.1587,-0.0359,-0.0351,0.2613,0.067,0.1485,-0.352,0.149,0.3482,0.1587,0.0359,0.0351,0.2613,0.067,0.1485,0.352,0.149,16.5269,9.7756,0.4732,0.9003,0.3328,1.2915,84.0748,68.18,0.6195,-4.4754,3.1698,0.0,0.0784,0.1319,38.5116
Habano/XL Derecho/20260828_175653139_iOS.heic,Habano/XL Derecho,20260828_175653139_iOS.heic,habano,xr_der,hoja_0759,161.2849,25.4152,8.2454,38.9624,3.9762,0.0713,0.0481,0.0428,87.0248,-0.4987,0.1437,0.1338,-0.2967,0.1106,-0.0343,0.1966,-0.0696,0.1306,0.4987,0.1437,0.1338,0.2967,0.1106,0.0343,0.1966,0.0696,0.1306,15.7766,9.325,0.463,0.9045,0.3217,1.2529,92.5472,73.0896,0.0531,-1.4189,2.7961,0.0,0.0737,0.1551,44.3332
Habano/XL Derecho/20260828_175821359_iOS.heic,Habano/XL Derecho,20260828_175821359_iOS.heic,habano,xr_der,hoja_0760,162.5118,25.5145,7.6354,35.114,4.3749,0.0745,0.024,0.0318,83.7243,-0.5106,0.0958,0.0952,-0.2481,0.1466,-0.0373,0.4004,0.075,0.067,0.5106,0.0958,0.0952,0.2481,0.1466,0.0373,0.4004,0.075,0.067,16.4435,9.6788,0.4905,0.9283,0.3348,1.2785,96.7901,69.3106,0.4778,-0.266,3.5811,0.0,0.0286,0.1568,43.3673
Habano/XL Derecho/20260828_175834769_iOS.heic,Habano/XL Derecho,20260828_175834769_iOS.heic,habano,xr_der,hoja_0761,164.8393,23.4808,6.7126,37.5547,4.0423,0.0669,0.0504,0.0377,77.1421,-0.5615,0.1359,-0.0011,-0.515,0.0541,-0.0445,0.0794,-0.0636,0.1363,0.5615,0.1359,0.0011,0.515,0.0541,0.0445,0.0794,0.0636,0.1363,17.0502,10.1581,0.5064,0.9392,0.3611,1.3192,94.594,69.5231,-0.6905,0.7641,3.9761,0.0,0.0812,0.1537,40.1815
Habano/XL Derecho/20260828_175852196_iOS.heic,Habano/XL Derecho,20260828_175852196_iOS.heic,habano,xr_der,hoja_0762,162.8144,25.7517,6.4931,39.7753,4.0206,0.068,0.083,0.0513,84.3366,-0.0901,0.0255,0.073,0.2306,-0.0711,0.0528,0.4135,0.0498,0.086,0.0901,0.0255,0.073,0.2306,0.0711,0.0528,0.4135,0.0498,0.086,16.4933,11.1724,0.5532,0.926,0.3805,1.2742,85.5575,78.9913,0.4011,-4.7186,2.9812,0.0,0.0538,0.1546,48.211
Habano/XL Derecho/20260828_180017806_iOS.heic,Habano/XL Derecho,20260828_180017806_iOS.heic,habano,xr_der,hoja_0765,164.8843,29.9444,6.8452,40.5517,5.1748,0.0749,0.0503,0.0328,89.0374,-0.4168,0.012,0.2672,-0.2896,0.0433,0.015,-0.2738,0.0265,0.0562,0.4168,0.012,0.2672,0.2896,0.0433,0.015,0.2738,0.0265,0.0562,17.4512,10.0293,0.4981,0.9454,0.372,1.3021,93.0673,69.0754,0.6384,-1.5439,3.4954,0.0,0.0961,0.151,41.8565
Habano/XL Derecho/20260828_180211037_iOS.heic,Habano/XL Derecho,20260828_180211037_iOS.heic,habano,xr_der,hoja_0770,164.4216,27.0503,7.6226,39.0271,4.1548,0.073,0.0715,0.0389,92.6697,-0.477,0.0902,0.1389,-0.6502,0.0281,-0.0155,0.1237,0.0982,0.0975,0.477,0.0902,0.1389,0.6502,0.0281,0.0155,0.1237,0.0982,0.0975,16.0077,10.0418,0.5018,0.8882,0.3327,1.2489,83.757,73.9094,0.5173,-0.8269,2.5672,0.0,0.0861,0.1513,40.424
Habano/XL Derecho/20260828_180323468_iOS.heic,Habano/XL Derecho,20260828_180323468_iOS.heic,habano,xr_der,hoja_0774,156.2054,30.5933,8.5061,38.2275,4.7605,0.0765,0.0392,0.0421,101.1633,-0.3202,-0.0052,-0.1429,-0.091,0.0504,-0.0023,-0.0048,-0.0263,0.0042,0.3202,0.0052,0.1429,0.091,0.0504,0.0023,0.0048,0.0263,0.0042,17.1538,10.8362,0.5264,0.8711,0.3947,1.3131,93.61,75.0627,0.3776,-1.8267,2.5533,0.0,0.0371,0.1495,39.9318
Habano/XL Derecho/20260828_180544183_iOS.heic,Habano/XL Derecho,20260828_180544183_iOS.heic,habano,xr_der,hoja_0776,146.0704,27.178,10.0707,38.7224,5.1814,0.072,0.0609,0.0445,91.668,-0.3244,0.0192,0.2036,-0.2798,0.0516,-0.0181,0.1147,0.0894,0.0396,0.3244,0.0192,0.2036,0.2798,0.0516,0.0181,0.1147,0.0894,0.0396,16.6327,9.9288,0.5074,0.9241,0.3463,1.2789,100.9657,76.6109,0.1549,-0.6739,2.8704,0.0,0.0669,0.1505,45.9062
Habano/XL Derecho/20260828_180607036_iOS.heic,Habano/XL Derecho,20260828_180607036_iOS.heic,habano,xr_der,hoja_0777,161.6498,27.9816,9.5403,41.2286,4.6836,0.0747,0.0415,0.0359,93.9862,-0.0603,-0.0054,0.0545,0.3462,0.0053,0.0463,0.2559,-0.0261,0.0255,0.0603,0.0054,0.0545,0.3462,0.0053,0.0463,0.2559,0.0261,0.0255,16.7841,9.1613,0.4549,0.9364,0.3124,1.2998,92.7212,70.0977,0.3653,-0.8887,2.7515,0.0,0.0343,0.1473,41.9056
Habano/XL Derecho/20260828_180629500_iOS.heic,Habano/XL Derecho,20260828_180629500_iOS.heic,habano,xr_der,hoja_0778,164.3382,29.4666,5.8138,37.6221,5.7902,0.0689,0.0708,0.0258,101.0687,-0.4412,0.0876,0.1403,0.0747,0.3089,-0.0435,0.3781,-0.1609,0.0559,0.4412,0.0876,0.1403,0.0747,0.3089,0.0435,0.3781,0.1609,0.0559,16.1932,10.4448,0.5483,0.948,0.3458,1.2554,93.4216,68.4073,0.3365,-0.3737,3.6251,0.0,0.0361,0.147,39.2749
Habano/XL Derecho/20260828_180646146_iOS.heic,Habano/XL Derecho,20260828_180646146_iOS.heic,habano,xr_der,hoja_0779,158.2558,28.5715,7.7507,34.8404,4.5306,0.0632,0.0665,0.0395,88.1836,-0.4748,0.0749,-0.119,-0.4428,0.0158,-0.1215,0.2076,0.0849,0.0583,0.4748,0.0749,0.119,0.4428,0.0158,0.1215,0.2076,0.0849,0.0583,17.9339,8.2969,0.401,0.9433,0.2922,1.3208,95.3531,66.4717,-0.0211,1.7598,5.3366,0.0,0.0341,0.1394,39.9028
Habano/XL Derecho/20260828_180721054_iOS.heic,Habano/XL Derecho,20260828_180721054_iOS.heic,habano,xr_der,hoja_0781,166.3099,28.0001,8.2364,41.7069,4.5297,0.0755,0.0806,0.0376,91.1187,-0.3817,0.0142,-0.071,-0.4515,0.126,-0.0697,-0.0322,0.0788,0.0739,0.3817,0.0142,0.071,0.4515,0.126,0.0697,0.0322,0.0788,0.0739,15.6816,9.9742,0.5194,0.9118,0.3175,1.2261,93.0381,71.5614,0.0002,-0.7109,2.9115,0.0,0.0834,0.1468,42.9808
Habano/XL Derecho/20260828_180809025_iOS.heic,Habano/XL Derecho,20260828_180809025_iOS.heic,habano,xr_der,hoja_0782,166.9613,30.7187,7.8087,37.367,4.9464,0.0699,0.0449,0.0277,104.5766,-0.6148,-0.0081,0.1072,-0.8183,-0.0308,0.0441,-0.3039,0.3351,0.0109,0.6148,0.0081,0.1072,0.8183,0.0308,0.0441,0.3039,0.3351,0.0109,14.1306,9.6305,0.5339,0.8526,0.2747,1.1697,89.6904,67.2308,0.2388,-0.1693,7.3574,0.0,0.0084,0.1299,37.1344
Habano/XL Derecho/20260828_180822541_iOS.heic,Habano/XL Derecho,20260828_180822541_iOS.heic,habano,xr_der,hoja_0783,155.2206,30.8749,9.4309,36.3534,5.4078,0.0667,0.0533,0.0311,98.9404,-0.6137,0.1217,0.0065,-0.6169,0.2835,-0.0542,-0.0433,-0.1121,0.0542,0.6137,0.1217,0.0065,0.6169,0.2835,0.0542,0.0433,0.1121,0.0542,14.4487,9.0956,0.5246,0.9215,0.273,1.1819,95.3602,72.3899,0.0986,-1.5806,2.7538,0.0,0.0706,0.1525,45.0136
Habano/XL Derecho/20260828_180921568_iOS.heic,Habano/XL Derecho,20260828_180921568_iOS.heic,habano,xr_der,hoja_0786,157.3761,28.1636,9.0604,33.4238,6.3148,0.0627,0.0421,0.0275,87.8274,-0.4288,0.1957,-0.0634,-0.195,0.3413,0.0491,0.2667,-0.4576,0.1377,0.4288,0.1957,0.0634,0.195,0.3413,0.0491,0.2667,0.4576,0.1377,14.6082,8.6179,0.4818,0.9302,0.2572,1.1943,97.8975,68.3482,0.6108,1.086,4.5638,0.0,0.0318,0.1495,39.7826
Habano/XL Derecho/20260828_180953364_iOS.heic,Habano/XL Derecho,20260828_180953364_iOS.heic,habano,xr_der,hoja_0788,153.6629,30.7747,9.2525,36.9237,4.7642,0.0698,0.0849,0.0461,97.9557,-0.3328,0.0543,-0.0169,-0.6126,0.0327,-0.0996,0.2851,0.098,0.0678,0.3328,0.0543,0.0169,0.6126,0.0327,0.0996,0.2851,0.098,0.0678,16.9314,9.2636,0.4651,0.9461,0.3273,1.3193,93.1475,73.118,-0.0486,-0.8651,2.6685,0.0,0.0879,0.1576,44.6598
Habano/XL Derecho/20260828_181007709_iOS.heic,Habano/XL Derecho,20260828_181007709_iOS.heic,habano,xr_der,hoja_0789,164.0712,29.0902,8.6955,37.7487,4.3917,0.075,0.0665,0.0321,96.9094,-0.4434,0.0009,0.0288,-0.0849,-0.049,-0.0202,-0.0751,0.2617,0.0436,0.4434,0.0009,0.0288,0.0849,0.049,0.0202,0.0751,0.2617,0.0436,16.9971,10.2463,0.4823,0.8991,0.3488,1.3206,85.4129,64.9418,0.68,0.0597,4.3442,0.0,0.0239,0.1282,38.4612
Habano/XL Derecho/20260828_181124752_iOS.heic,Habano/XL Derecho,20260828_181124752_iOS.heic,habano,xr_der,hoja_0792,163.6926,29.3814,8.3677,39.6782,4.9962,0.0742,0.0535,0.0419,85.8007,-0.3443,-0.0916,-0.0892,-0.5697,-0.1012,-0.0253,-0.0371,0.3251,-0.022,0.3443,0.0916,0.0892,0.5697,0.1012,0.0253,0.0371,0.3251,0.022,16.215,9.3126,0.4882,0.9314,0.3147,1.2579,99.0846,66.614,0.3135,1.6469,4.9209,0.0,0.0519,0.1432,38.8248
Habano/XL Derecho/20260828_181149919_iOS.heic,Habano/XL Derecho,20260828_181149919_iOS.heic,habano,xr_der,hoja_0793,166.1444,29.0125,7.6051,33.5426,4.0701,0.0695,0.0779,0.0323,100.0002,-0.2721,0.0808,0.0146,-0.4229,0.0699,-0.0921,0.1251,-0.0945,0.1056,0.2721,0.0808,0.0146,0.4229,0.0699,0.0921,0.1251,0.0945,0.1056,15.5902,9.887,0.4968,0.8639,0.325,1.227,87.0736,69.9098,0.459,-1.6746,2.431,0.0,0.1099,0.1437,41.2034
Habano/XL Derecho/20260828_181259667_iOS.heic,Habano/XL Derecho,20260828_181259667_iOS.heic,habano,xr_der,hoja_0796,172.2231,27.0975,8.5331,40.337,4.2309,0.0785,0.0651,0.039,87.9506,-0.3809,0.0097,0.071,-0.5014,-0.0226,-0.0455,-0.1637,0.1939,0.0442,0.3809,0.0097,0.071,0.5014,0.0226,0.0455,0.1637,0.1939,0.0442,17.1896,11.0135,0.5339,0.9348,0.3911,1.3173,94.4162,64.073,0.5983,0.0086,4.052,0.0,0.0236,0.1442,41.8086
Habano/XL Derecho/20260828_181318036_iOS.heic,Habano/XL Derecho,20260828_181318036_iOS.heic,habano,xr_der,hoja_0797,167.6578,28.6493,8.4795,42.6777,4.668,0.0726,0.0782,0.0404,91.6962,-0.2841,-0.0164,0.0946,-0.2975,-0.0524,-0.021,-0.1057,0.0167,0.0481,0.2841,0.0164,0.0946,0.2975,0.0524,0.021,0.1057,0.0167,0.0481,17.152,9.9452,0.5122,0.9499,0.3513,1.2956,86.4114,74.9014,0.5816,-3.5888,2.7667,0.0,0.1134,0.1505,44.742
Habano/XL Derecho/20260828_181334268_iOS.heic,Habano/XL Derecho,20260828_181334268_iOS.heic,habano,xr_der,hoja_0798,165.158,28.9453,8.7581,36.4707,4.3512,0.0698,0.0753,0.0361,101.7472,-0.4541,-0.0125,-0.0413,-0.5957,0.0109,0.0258,0.196,0.1729,0.0521,0.4541,0.0125,0.0413,0.5957,0.0109,0.0258,0.196,0.1729,0.0521,15.0151,10.5697,0.5162,0.8589,0.3395,1.2009,87.7395,70.7714,0.4117,-2.2194,2.6912,0.0,0.0261,0.1487,41.5867
Habano/XL Derecho/20260828_181357623_iOS.heic,Habano/XL Derecho,20260828_181357623_iOS.heic,habano,xr_der,hoja_0799,158.4689,28.9257,8.2977,33.6029,3.8354,0.0754,0.0594,0.0507,91.4374,-0.1045,-0.0834,0.163,-0.2272,-0.1197,-0.0577,0.0521,0.2123,0.0279,0.1045,0.0834,0.163,0.2272,0.1197,0.0577,0.0521,0.2123,0.0279,17.0133,8.9253,0.4372,0.9313,0.3123,1.3188,99.6298,67.3576,0.3769,0.0717,3.5591,0.0,0.0346,0.1473,39.7124
Habano/XL Derecho/20260828_181535749_iOS.heic,Habano/XL Derecho,20260828_181535749_iOS.heic,habano,xr_der,hoja_0803,162.4487,29.0309,6.3396,33.4949,4.3524,0.0678,0.0407,0.0468,108.1758,-0.3554,0.084,0.1801,0.002,0.0617,-0.0722,0.2486,0.0514,0.1156,0.3554,0.084,0.1801,0.002,0.0617,0.0722,0.2486,0.0514,0.1156,16.8932,9.3254,0.4508,0.8953,0.3261,1.3152,99.2367,65.7996,-0.0374,1.1852,5.0681,0.0001,0.0351,0.1573,42.4878
Habano/XL Derecho/20260828_181557023_iOS.heic,Habano/XL Derecho,20260828_181557023_iOS.heic,habano,xr_der,hoja_0804,161.4909,28.7715,9.4571,37.8643,4.153,0.0728,0.0493,0.0414,88.7317,-0.3469,0.0854,0.0559,-0.0079,0.0404,-0.0749,0.0512,0.1898,0.0155,0.3469,0.0854,0.0559,0.0079,0.0404,0.0749,0.0512,0.1898,0.0155,17.0218,9.9978,0.4992,0.9225,0.3498,1.3131,86.7185,71.3065,0.7592,-3.1011,2.6083,0.0,0.1149,0.1495,43.3722
Habano/XL Derecho/20260828_181613987_iOS.heic,Habano/XL Derecho,20260828_181613987_iOS.heic,habano,xr_der,hoja_0805,161.8728,26.2258,8.5588,37.2111,4.6531,0.0671,0.0441,0.0555,85.3815,-0.6513,0.0055,-0.0206,-0.8851,0.0939,-0.0986,-0.2258,0.0717,0.0538,0.6513,0.0055,0.0206,0.8851,0.0939,0.0986,0.2258,0.0717,0.0538,16.3299,9.5268,0.4862,0.8393,0.3001,1.2546,92.598,69.442,0.43,0.028,3.4927,0.0,0.0368,0.153,41.1453
Habano/XL Derecho/20260828_181646135_iOS.heic,Habano/XL Derecho,20260828_181646135_iOS.heic,habano,xr_der,hoja_0806,160.3638,26.5043,9.3945,38.8014,4.5367,0.0751,0.0445,0.0419,88.1369,-0.3399,0.0211,0.0141,-0.5419,-0.0094,-0.0364,-0.0529,0.246,0.0258,0.3399,0.0211,0.0141,0.5419,0.0094,0.0364,0.0529,0.246,0.0258,18.8469,9.3211,0.4534,0.9501,0.3435,1.2846,96.6533,69.9359,0.1842,-0.939,6.1568,0.0,0.0069,0.1499,43.574
Habano/XL Derecho/20260828_181703877_iOS.heic,Habano/XL Derecho,20260828_181703877_iOS.heic,habano,xr_der,hoja_0807,167.5848,26.9458,6.8239,42.905,4.0831,0.0749,0.0357,0.0345,92.3717,-0.5419,0.0512,0.0658,-0.4315,0.0684,-0.0726,0.2714,0.0133,0.106,0.5419,0.0512,0.0658,0.4315,0.0684,0.0726,0.2714,0.0133,0.106,17.3634,9.4392,0.444,0.9287,0.3442,1.3183,87.4597,74.4161,-0.4705,-0.317,2.8676,0.0,0.0471,0.1516,42.5319
Habano/XL Derecho/20260828_181720275_iOS.heic,Habano/XL Derecho,20260828_181720275_iOS.heic,habano,xr_der,hoja_0808,159.5182,30.4438,6.542,37.4307,4.8467,0.0654,0.057,0.0421,100.0183,-0.6321,0.043,0.1966,-0.6045,0.0643,-0.036,-0.1163,-0.0537,0.0583,0.6321,0.043,0.1966,0.6045,0.0643,0.036,0.1163,0.0537,0.0583,19.2346,8.4812,0.4042,0.9466,0.3178,1.3162,96.9295,68.2677,-0.7144,1.2215,3.979,0.0,0.0615,0.1479,40.352
Habano/XL Derecho/20260828_181831577_iOS.heic,Habano/XL Derecho,20260828_181831577_iOS.heic,habano,xr_der,hoja_0810,162.4331,27.227,4.8908,33.0035,4.1488,0.0755,0.0429,0.0349,93.2993,-0.336,-0.0098,0.0521,0.137,0.1026,-0.058,-0.0163,0.1206,0.0089,0.336,0.0098,0.0521,0.137,0.1026,0.058,0.0163,0.1206,0.0089,18.4775,11.7618,0.5623,0.951,0.4478,1.3016,84.3474,69.6081,0.3454,-4.3085,4.1484,0.0,0.0577,0.1501,36.8105
Habano/XL Derecho/20260828_181931943_iOS.heic,Habano/XL Derecho,20260828_181931943_iOS.heic,habano,xr_der,hoja_0813,163.0926,30.8229,4.6875,42.4486,5.1743,0.073,0.0908,0.0412,100.2065,-0.3893,-0.0764,0.1919,-0.7713,-0.0608,-0.096,-0.2963,0.4318,-0.0321,0.3893,0.0764,0.1919,0.7713,0.0608,0.096,0.2963,0.4318,0.0321,17.4815,10.2896,0.5003,0.8508,0.3614,1.3029,88.579,76.6475,-1.3432,-0.9256,2.553,0.0,0.062,0.1551,42.3336
Habano/XL Derecho/20260828_182016928_iOS.heic,Habano/XL Derecho,20260828_182016928_iOS.heic,habano,xr_der,hoja_0815,167.2456,29.0641,9.0929,40.1998,5.018,0.0636,0.0524,0.0276,87.7536,-0.2781,-0.0636,0.1419,-0.2261,-0.0008,0.0759,-0.0394,0.2521,0.0695,0.2781,0.0636,0.1419,0.2261,0.0008,0.0759,0.0394,0.2521,0.0695,16.0202,10.419,0.542,0.9336,0.3403,1.2442,87.6512,76.203,0.321,-1.212,2.4693,0.0,0.0441,0.1525,42.5602
Habano/XL Derecho/20260828_182107369_iOS.heic,Habano/XL Derecho,20260828_182107369_iOS.heic,habano,xr_der,hoja_0817,158.8663,29.3349,7.8499,39.7159,4.8851,0.0694,0.0457,0.0463,94.7297,-0.4795,-0.09,0.1393,-0.3899,-0.0788,-0.0028,0.0145,0.3154,-0.0577,0.4795,0.09,0.1393,0.3899,0.0788,0.0028,0.0145,0.3154,0.0577,17.7738,9.4856,0.4714,0.9419,0.3363,1.3124,91.6119,70.8973,-0.579,0.6495,2.9878,0.0,0.0596,0.1528,39.1204
Habano/XL Derecho/20260828_182125312_iOS.heic,Habano/XL Derecho,20260828_182125312_iOS.heic,habano,xr_der,hoja_0818,153.4347,30.4079,8.3402,33.3096,4.7192,0.0658,0.0442,0.0456,91.425,-0.4994,-0.1042,-0.0202,-0.7718,-0.0352,-0.0925,-0.3282,0.3845,-0.0153,0.4994,0.1042,0.0202,0.7718,0.0352,0.0925,0.3282,0.3845,0.0153,16.199,10.0809,0.4875,0.8934,0.3491,1.2745,99.7672,67.0168,0.5876,0.3101,4.8278,0.0,0.0389,0.1545,41.8177
Habano/XL Derecho/20260828_182159091_iOS.heic,Habano/XL Derecho,20260828_182159091_iOS.heic,habano,xr_der,hoja_0820,171.764,29.6334,5.225,40.1126,4.768,0.0729,0.0771,0.031,96.9601,-0.1817,-0.1046,0.0407,-0.0311,-0.1271,0.0014,0.072,0.4913,-0.059,0.1817,0.1046,0.0407,0.0311,0.1271,0.0014,0.072,0.4913,0.059,17.0992,10.1214,0.4834,0.9284,0.3569,1.3251,82.5211,70.4724,-0.7269,1.0266,2.9462,0.0,0.0762,0.1447,36.3661
Habano/XL Derecho/20260828_182219305_iOS.heic,Habano/XL Derecho,20260828_182219305_iOS.heic,habano,xr_der,hoja_0821,165.9911,31.5131,5.5068,38.1366,4.8021,0.0702,0.0588,0.0309,96.8171,-0.1808,-0.174,0.2067,-0.1003,-0.1107,-0.0157,-0.0665,0.5277,-0.0887,0.1808,0.174,0.2067,0.1003,0.1107,0.0157,0.0665,0.5277,0.0887,16.8046,10.9486,0.5321,0.9146,0.3819,1.3149,94.723,66.8923,-0.3191,-1.0799,9.9982,0.0,0.0146,0.1437,40.4925
Habano/XL Derecho/20260828_182231514_iOS.heic,Habano/XL Derecho,20260828_182231514_iOS.heic,habano,xr_der,hoja_0822,162.894,29.2923,8.08,34.36,6.1945,0.0705,0.0548,0.0418,97.8634,-0.6643,0.0171,-0.0657,-0.724,0.3284,-0.0236,0.0234,0.0715,0.029,0.6643,0.0171,0.0657,0.724,0.3284,0.0236,0.0234,0.0715,0.029,16.0832,9.4588,0.4999,0.9074,0.3083,1.2568,96.4247,67.0145,0.2644,0.6947,8.6125,0.0,0.0097,0.1433,40.6462
Habano/XL Derecho/20260828_182242482_iOS.heic,Habano/XL Derecho,20260828_182242482_iOS.heic,habano,xr_der,hoja_0823,163.0419,28.4392,7.0685,37.0342,5.4378,0.0752,0.0512,0.0336,93.7372,-0.1995,0.0169,-0.1248,-0.2207,0.175,-0.0146,0.2009,-0.0744,0.0476,0.1995,0.0169,0.1248,0.2207,0.175,0.0146,0.2009,0.0744,0.0476,17.4511,10.4398,0.5085,0.9204,0.3697,1.2909,97.7889,68.2264,-0.2665,0.4245,3.2703,0.0,0.0919,0.1539,41.865
